condition,seed,method,test_image_id,predicted_class,true_class,correct,insertion_auc,deletion_auc,target_logit_original,baseline_confidence,random_baseline_auc,norm_insertion_auc,norm_deletion_auc,drop_top10,drop_top20,flip_top10,flip_top20,slice
supervised,2,occlusion,4255,0,0,True,0.9876675369021887,0.9773600311295316,0.9980992674827576,0.610008716583252,0.8040539920330048,0.47312036957253784,0.44656083147307474,0.0043746232986450195,0.0015368461608886719,False,False,primary
supervised,2,occlusion,4259,3,3,True,0.9949096273390816,0.9930051898149082,0.994327962398529,0.9891389012336731,0.9917334318161011,0.6120944467743056,0.24508441091817035,0.0021187663078308105,0.004134178161621094,False,False,all200
supervised,2,occlusion,4278,3,3,True,0.8863687645819274,0.886492229990114,0.9928687214851379,0.3712019622325897,0.6820353418588638,0.3286864219163669,0.3288850257605471,0.027829885482788086,0.11010050773620605,False,False,all200
supervised,2,occlusion,4278,3,3,True,0.8863687645819274,0.886492229990114,0.9928687214851379,0.3712019622325897,0.6820353418588638,0.3286864219163669,0.3288850257605471,0.027829885482788086,0.11010050773620605,False,False,primary
supervised,2,occlusion,4285,8,8,True,0.9760114360940199,0.9589804605589297,0.9959122538566589,0.5473741292953491,0.771643191576004,0.4556318255396841,0.41766186356209933,0.02111893892288208,0.04004824161529541,False,False,all200
supervised,2,occlusion,4285,8,8,True,0.9760114360940199,0.9589804605589297,0.9959122538566589,0.5473741292953491,0.771643191576004,0.4556318255396841,0.41766186356209933,0.02111893892288208,0.04004824161529541,False,False,primary
supervised,2,occlusion,4324,8,8,True,0.8133786490629045,0.1422144418596487,0.9745487570762634,0.054033055901527405,0.5142909064888954,0.32491324394828003,-0.4042043651774905,0.19042563438415527,0.8628944754600525,False,True,all200
supervised,2,occlusion,4324,8,8,True,0.8133786490629045,0.1422144418596487,0.9745487570762634,0.054033055901527405,0.5142909064888954,0.32491324394828003,-0.4042043651774905,0.19042563438415527,0.8628944754600525,False,True,primary
supervised,2,occlusion,4330,3,3,True,0.8709725001210568,0.4640576069843102,0.9817258715629578,0.2997496426105499,0.6407377570867538,0.3375993667520778,-0.2590708335594691,0.36711782217025757,0.3842455744743347,False,False,all200
supervised,2,occlusion,4384,4,4,True,0.996699861636666,0.9740816205357369,0.9918426275253296,0.9612577557563782,0.9765501916408539,0.658811655253278,-0.0807121613510572,0.018970072269439697,0.01621001958847046,False,False,all200
supervised,2,occlusion,4384,4,4,True,0.996699861636666,0.9740816205357369,0.9918426275253296,0.9612577557563782,0.9765501916408539,0.658811655253278,-0.0807121613510572,0.018970072269439697,0.01621001958847046,False,False,primary
supervised,2,occlusion,4400,3,3,True,0.5472730665399124,0.103023180769206,0.8828523755073547,0.23942825198173523,0.561140313744545,-0.021552264979820046,-0.7119986898612108,0.8577960729598999,0.8687971234321594,True,True,all200
supervised,2,occlusion,4400,3,3,True,0.5472730665399124,0.103023180769206,0.8828523755073547,0.23942825198173523,0.561140313744545,-0.021552264979820046,-0.7119986898612108,0.8577960729598999,0.8687971234321594,True,True,primary
supervised,2,occlusion,4521,2,2,True,0.9957826641570166,0.9783608099163144,0.9877818822860718,0.9833522439002991,0.9855670630931854,2.30619300587651,-1.6268265147819763,0.02542036771774292,0.020889580249786377,False,False,all200
supervised,2,occlusion,4521,2,2,True,0.9957826641570166,0.9783608099163144,0.9877818822860718,0.9833522439002991,0.9855670630931854,2.30619300587651,-1.6268265147819763,0.02542036771774292,0.020889580249786377,False,False,primary
supervised,2,occlusion,4523,7,7,True,0.9782011946564042,0.9276136345112282,0.9881306886672974,0.8636571764945984,0.9258939325809479,0.4202280562541159,0.01381580627285904,0.02547001838684082,0.026674211025238037,False,False,all200
supervised,2,occlusion,4523,7,7,True,0.9782011946564042,0.9276136345112282,0.9881306886672974,0.8636571764945984,0.9258939325809479,0.4202280562541159,0.01381580627285904,0.02547001838684082,0.026674211025238037,False,False,primary
supervised,2,occlusion,4534,6,6,True,0.5510757405782698,0.24094526524400778,0.9335581660270691,0.08646869659423828,0.5100134313106537,0.04847458355858137,-0.3176384263716566,0.6502785682678223,0.648356556892395,True,True,all200
supervised,2,occlusion,4534,6,6,True,0.5510757405782698,0.24094526524400778,0.9335581660270691,0.08646869659423828,0.5100134313106537,0.04847458355858137,-0.3176384263716566,0.6502785682678223,0.648356556892395,True,True,primary
supervised,2,occlusion,4608,3,3,True,0.8296331585827423,0.36089029578355714,0.9637819528579712,0.7010987997055054,0.8324403762817383,-0.010686706266871206,-1.7951287505083562,0.23860126733779907,0.43485599756240845,False,False,all200
supervised,2,occlusion,4608,3,3,True,0.8296331585827423,0.36089029578355714,0.9637819528579712,0.7010987997055054,0.8324403762817383,-0.010686706266871206,-1.7951287505083562,0.23860126733779907,0.43485599756240845,False,False,primary
supervised,2,occlusion,4769,8,8,True,0.997882374863339,0.9791527208296846,0.9960989952087402,0.9908521771430969,0.9934755861759186,0.839897368707424,-2.7298193242150903,0.006492555141448975,0.00808936357498169,False,False,all200
supervised,2,occlusion,4769,8,8,True,0.997882374863339,0.9791527208296846,0.9960989952087402,0.9908521771430969,0.9934755861759186,0.839897368707424,-2.7298193242150903,0.006492555141448975,0.00808936357498169,False,False,primary
supervised,2,occlusion,4800,6,6,True,0.7398917308221609,0.320014669623869,0.9430966377258301,0.1712905317544937,0.5571935847401619,0.23671508254274434,-0.3073037558024986,0.25686222314834595,0.5162146091461182,False,False,all200
supervised,2,occlusion,4800,6,6,True,0.7398917308221609,0.320014669623869,0.9430966377258301,0.1712905317544937,0.5571935847401619,0.23671508254274434,-0.3073037558024986,0.25686222314834595,0.5162146091461182,False,False,primary
supervised,2,occlusion,4807,3,3,True,0.864469440504882,0.9585043389380161,0.9960671067237854,0.7110215425491333,0.8535443246364594,0.03832761228913072,0.36822188272063777,0.007322490215301514,0.011396706104278564,False,False,all200
supervised,2,occlusion,4807,3,3,True,0.864469440504882,0.9585043389380161,0.9960671067237854,0.7110215425491333,0.8535443246364594,0.03832761228913072,0.36822188272063777,0.007322490215301514,0.011396706104278564,False,False,primary
supervised,2,occlusion,4822,5,6,False,0.9313393167365978,0.45751301871506345,0.5368555188179016,0.9221514463424683,0.7295034825801849,20183583.41564128,-27199046.38651215,0.45051732659339905,0.394012451171875,True,True,all200
supervised,2,occlusion,4881,3,3,True,0.7030586626141017,0.08149106155341301,0.987809419631958,0.033559828996658325,0.5106846243143082,0.2015971923778546,-0.4497707591104712,0.8126628398895264,0.9691657423973083,True,True,all200
supervised,2,occlusion,4883,1,1,True,0.9998232691977611,0.9856630341471828,0.9960203766822815,0.9902977347373962,0.9931590557098389,1.1645344147170575,-1.3098882709857111,0.013079404830932617,0.024995505809783936,False,False,all200
supervised,2,occlusion,4967,3,3,True,0.8676405947457162,0.15151948519302472,0.8039737939834595,0.5474691987037659,0.6757214963436127,0.7482092014485519,-2.043635945699125,0.7681478261947632,0.6638072729110718,True,True,all200
supervised,2,occlusion,5008,6,6,True,0.9669739237871057,0.577551275999183,0.9994901418685913,0.17740797996520996,0.5884490609169006,0.4604465105942692,-0.013256320867595293,0.022444307804107666,0.044653356075286865,False,False,all200
supervised,2,occlusion,5081,6,6,True,0.9929827966754567,0.8822112500319318,0.9868475794792175,0.9764184355735779,0.9816330075263977,1.0882762048111683,-9.533069865945828,0.09853166341781616,0.16331136226654053,False,False,all200
supervised,2,occlusion,5081,6,6,True,0.9929827966754567,0.8822112500319318,0.9868475794792175,0.9764184355735779,0.9816330075263977,1.0882762048111683,-9.533069865945828,0.09853166341781616,0.16331136226654053,False,False,primary
supervised,2,occlusion,5083,8,8,True,0.912308148165993,0.9427900187094118,0.966521143913269,0.39823421835899353,0.6823776811361313,0.40460277491972974,0.4582409446060875,0.0396571159362793,0.023989737033843994,False,False,all200
supervised,2,occlusion,5109,0,0,True,0.9850661495828826,0.9497565973344382,0.9810794591903687,0.5344905853271484,0.7577850222587585,0.5089269810016248,0.4298619744263402,0.0439261794090271,0.027357757091522217,False,False,all200
supervised,2,occlusion,5109,0,0,True,0.9850661495828826,0.9497565973344382,0.9810794591903687,0.5344905853271484,0.7577850222587585,0.5089269810016248,0.4298619744263402,0.0439261794090271,0.027357757091522217,False,False,primary
supervised,2,occlusion,5150,2,2,True,0.9968644065585741,0.9827196586173672,0.9963425993919373,0.9072439670562744,0.9517932832241058,0.5058565115194029,0.3471026948736081,0.007345020771026611,0.014015376567840576,False,False,all200
supervised,2,occlusion,5150,2,2,True,0.9968644065585741,0.9827196586173672,0.9963425993919373,0.9072439670562744,0.9517932832241058,0.5058565115194029,0.3471026948736081,0.007345020771026611,0.014015376567840576,False,False,primary
supervised,2,occlusion,5227,4,4,True,0.986231034472157,0.7157223799727873,0.9965081810951233,0.8496907949447632,0.9230994880199432,0.43000047955872767,-1.4124833133507415,0.062412798404693604,0.24151796102523804,False,False,all200
supervised,2,occlusion,5227,4,4,True,0.986231034472157,0.7157223799727873,0.9965081810951233,0.8496907949447632,0.9230994880199432,0.43000047955872767,-1.4124833133507415,0.062412798404693604,0.24151796102523804,False,False,primary
supervised,2,occlusion,5253,1,1,True,0.9958677510715997,0.9759026751504434,0.9999452829360962,0.9405244588851929,0.9702348709106445,0.43137873919413516,0.09538414066663695,0.006970643997192383,0.014421045780181885,False,False,all200
supervised,2,occlusion,5269,7,7,True,0.8226109974168699,0.8712402558927437,0.984505832195282,0.20083829760551453,0.5926720649003983,0.29341388071771995,0.3554673106857357,0.01887589693069458,0.03801447153091431,False,False,all200
supervised,2,occlusion,5369,1,1,True,0.9889398383744651,0.6255199760817279,0.9969504475593567,0.586268961429596,0.7916097044944763,0.4804943503531578,-0.4044246795198115,0.027984559535980225,0.036566853523254395,False,False,all200
supervised,2,occlusion,5405,2,2,True,0.9325991252108567,0.6851440121477776,0.9983417987823486,0.27967604994773865,0.6390089243650436,0.40852120936874986,0.06419547314943946,0.02109915018081665,0.040725111961364746,False,False,all200
supervised,2,occlusion,5445,4,4,True,0.9901262158529706,0.9107577792914128,0.9313310980796814,0.9705679416656494,0.9509495198726654,3917669.5980305155,-4019174.058125263,0.18138062953948975,0.03971457481384277,False,False,all200
supervised,2,occlusion,5445,4,4,True,0.9901262158529706,0.9107577792914128,0.9313310980796814,0.9705679416656494,0.9509495198726654,3917669.5980305155,-4019174.058125263,0.18138062953948975,0.03971457481384277,False,False,primary
supervised,2,occlusion,5492,0,0,True,0.9905302482720822,0.9917085939315571,0.9991323351860046,0.7775306701660156,0.8883315026760101,0.46118220992091163,0.46649961427962233,0.0011619329452514648,0.003529369831085205,False,False,all200
supervised,2,occlusion,5554,6,6,True,0.975508108386901,0.29585217593813046,0.9482685923576355,0.43897873163223267,0.6936236619949341,0.5534852902637157,-0.781031622130158,0.5110729932785034,0.45579588413238525,False,False,all200
supervised,2,occlusion,5554,6,6,True,0.975508108386901,0.29585217593813046,0.9482685923576355,0.43897873163223267,0.6936236619949341,0.5534852902637157,-0.781031622130158,0.5110729932785034,0.45579588413238525,False,False,primary
supervised,2,occlusion,5599,2,2,True,0.8941415057242491,0.3122798676274795,0.9300402998924255,0.31943240761756897,0.6247363537549973,0.44120810650770775,-0.5117138020660726,0.42204761505126953,0.5339064598083496,False,True,all200
supervised,2,occlusion,5619,2,2,True,0.9988270066226976,0.9830577535816873,0.9988940358161926,0.9906381368637085,0.9947660863399506,0.49188105451862085,-1.4181778175398185,0.04593628644943237,0.035072505474090576,False,False,all200
supervised,2,occlusion,5619,2,2,True,0.9988270066226976,0.9830577535816873,0.9988940358161926,0.9906381368637085,0.9947660863399506,0.49188105451862085,-1.4181778175398185,0.04593628644943237,0.035072505474090576,False,False,primary
supervised,2,occlusion,5648,5,5,True,0.9828964479750754,0.8807624085775019,0.8929687142372131,0.9691179990768433,0.9310433566570282,5185309.131804716,-5028094.807952632,0.07314366102218628,0.06823951005935669,False,False,all200
supervised,2,occlusion,5675,4,4,True,0.8661691736925089,0.17565123488942352,0.9265909790992737,0.10187198221683502,0.5142314806580544,0.42673649372068756,-0.41054013190979577,0.535202145576477,0.7379568219184875,True,True,all200
supervised,2,occlusion,5689,8,8,True,0.9150888741339047,0.9568690453984323,0.998691976070404,0.9058430194854736,0.9522674977779388,-0.40042047871616354,0.04955949737878169,0.0035372376441955566,0.007990896701812744,False,False,all200
supervised,2,occlusion,5705,8,8,True,0.9946573587606934,0.99361909715646,0.993006706237793,0.9905127882957458,0.9917597472667694,1.161871224818845,0.7455537563374566,-0.0005894899368286133,-0.0019544363021850586,False,False,all200
supervised,2,occlusion,5705,8,8,True,0.9946573587606934,0.99361909715646,0.993006706237793,0.9905127882957458,0.9917597472667694,1.161871224818845,0.7455537563374566,-0.0005894899368286133,-0.0019544363021850586,False,False,primary
supervised,2,occlusion,5711,0,0,True,0.9810554914163669,0.40680112793459683,0.9816046953201294,0.6203879714012146,0.800996333360672,0.4984795723248801,-1.091298324034862,0.8031580448150635,0.7484796643257141,True,True,all200
supervised,2,occlusion,5711,0,0,True,0.9810554914163669,0.40680112793459683,0.9816046953201294,0.6203879714012146,0.800996333360672,0.4984795723248801,-1.091298324034862,0.8031580448150635,0.7484796643257141,True,True,primary
supervised,2,occlusion,5731,1,1,True,0.9999733939784097,0.9994918152201513,0.999386191368103,0.9998059868812561,0.9995960891246796,37730.48537301093,-10427.390452827367,0.000164031982421875,6.568431854248047e-05,False,False,all200
supervised,2,occlusion,5736,1,1,True,0.4411318539759701,0.05107734661211244,0.3986952304840088,0.07353594154119492,0.23611558601260185,0.6305102604632177,-0.5690695166732029,0.37306687235832214,0.37961000204086304,True,True,all200
supervised,2,occlusion,5784,5,5,True,0.703686921470913,0.18034877311353836,0.9129974842071533,0.11535246670246124,0.5141749754548073,0.23758933091435125,-0.4185147465542906,0.4651810824871063,0.7963946461677551,False,True,all200
supervised,2,occlusion,5831,0,0,True,0.9570168335495879,0.6393559068908219,0.939355731010437,0.2864686846733093,0.6129122078418732,0.5270507779840853,0.04050271666026306,0.13089865446090698,0.24938541650772095,False,False,all200
supervised,2,occlusion,5831,0,0,True,0.9570168335495879,0.6393559068908219,0.939355731010437,0.2864686846733093,0.6129122078418732,0.5270507779840853,0.04050271666026306,0.13089865446090698,0.24938541650772095,False,False,primary
supervised,2,occlusion,5834,1,1,True,0.9927782989302502,0.9685016975930534,0.9981016516685486,0.36150166392326355,0.6798016577959061,0.4916378371963959,0.45350305585092365,0.015856444835662842,0.01944059133529663,False,False,all200
supervised,2,occlusion,5939,6,6,True,0.8784569932813535,0.5149886134884252,0.9584103226661682,0.5195948481559753,0.7390025854110718,0.31779737947013187,-0.5104969740930209,0.18475735187530518,0.3158998489379883,False,False,all200
supervised,2,occlusion,5953,5,5,True,0.8837572246679513,0.3216878740757325,0.9144355058670044,0.07336629182100296,0.4939008988440037,0.4635246651681924,-0.2047548785430305,0.8336900472640991,0.8356761336326599,True,True,all200
supervised,2,occlusion,5990,3,3,True,0.9054838395894426,0.5819073114322775,0.962616503238678,0.15547357499599457,0.5590450391173363,0.4292161751653762,0.028324936656159625,0.1400962471961975,0.28085166215896606,False,False,all200
supervised,2,occlusion,5990,3,3,True,0.9054838395894426,0.5819073114322775,0.962616503238678,0.15547357499599457,0.5590450391173363,0.4292161751653762,0.028324936656159625,0.1400962471961975,0.28085166215896606,False,False,primary
supervised,2,occlusion,6022,1,1,True,0.9762105916349052,0.9571872276503746,0.9980764389038086,0.9825114607810974,0.990293949842453,-0.9048106651045326,-2.127000881791908,0.019574761390686035,0.019697070121765137,False,False,all200
supervised,2,occlusion,6022,1,1,True,0.9762105916349052,0.9571872276503746,0.9980764389038086,0.9825114607810974,0.990293949842453,-0.9048106651045326,-2.127000881791908,0.019574761390686035,0.019697070121765137,False,False,primary
supervised,2,occlusion,6025,7,7,True,0.9853804755827507,0.9686595173520869,0.9873085618019104,0.969430685043335,0.9783696234226227,0.39215239341915137,-0.5431353063712206,0.013865470886230469,0.019847393035888672,False,False,all200
supervised,2,occlusion,6025,7,7,True,0.9853804755827507,0.9686595173520869,0.9873085618019104,0.969430685043335,0.9783696234226227,0.39215239341915137,-0.5431353063712206,0.013865470886230469,0.019847393035888672,False,False,primary
supervised,2,occlusion,6027,8,8,True,0.9634083025479722,0.9691692906219331,0.9955714344978333,0.281578004360199,0.6385747194290161,0.4549531822111289,0.46302186720288074,0.006763458251953125,0.028590500354766846,False,False,all200
supervised,2,occlusion,6037,0,0,True,0.9959497230310255,0.9827234704228954,0.9923874139785767,0.6316536664962769,0.8120205402374268,0.5098751754647619,0.47321031474562714,0.014570057392120361,0.007621169090270996,False,False,all200
supervised,2,occlusion,6037,0,0,True,0.9959497230310255,0.9827234704228954,0.9923874139785767,0.6316536664962769,0.8120205402374268,0.5098751754647619,0.47321031474562714,0.014570057392120361,0.007621169090270996,False,False,primary
supervised,2,occlusion,6044,0,0,True,0.99749252184131,0.8811435777798118,0.996232807636261,0.9272737503051758,0.9617532789707184,0.5182675670724569,-1.1689501613092605,0.02453768253326416,0.022103548049926758,False,False,all200
supervised,2,occlusion,6044,0,0,True,0.99749252184131,0.8811435777798118,0.996232807636261,0.9272737503051758,0.9617532789707184,0.5182675670724569,-1.1689501613092605,0.02453768253326416,0.022103548049926758,False,False,primary
supervised,2,occlusion,6066,5,5,True,0.9934819880004964,0.876742156275738,0.9976444840431213,0.8398904800415039,0.9187674820423126,0.4736140070170118,-0.2663978390440328,0.04395294189453125,0.129583477973938,False,False,all200
supervised,2,occlusion,6089,9,9,True,0.9840311861238388,0.306218634288777,0.9572124481201172,0.652931809425354,0.8050721287727356,0.5881381678399348,-1.6394519763854567,0.2545185685157776,0.6115912199020386,False,True,all200
supervised,2,occlusion,6089,9,9,True,0.9840311861238388,0.306218634288777,0.9572124481201172,0.652931809425354,0.8050721287727356,0.5881381678399348,-1.6394519763854567,0.2545185685157776,0.6115912199020386,False,True,primary
supervised,2,occlusion,6171,2,2,True,0.9876059621838944,0.8719058030376576,0.9766234159469604,0.9690004587173462,0.9728119373321533,1.9407199077896047,-13.237137669156489,0.08651745319366455,0.09918957948684692,False,False,all200
supervised,2,occlusion,6171,2,2,True,0.9876059621838944,0.8719058030376576,0.9766234159469604,0.9690004587173462,0.9728119373321533,1.9407199077896047,-13.237137669156489,0.08651745319366455,0.09918957948684692,False,False,primary
supervised,2,occlusion,6184,4,4,True,0.9546919921994594,0.7048580996041043,0.9925363063812256,0.3298405110836029,0.6611884087324142,0.4428933841887892,0.06589703930757186,0.028055548667907715,0.0588679313659668,False,False,all200
supervised,2,occlusion,6206,6,6,True,0.9683141604603331,0.8468716557023453,0.9635005593299866,0.8209739923477173,0.8922372758388519,0.5337733605198348,-0.3182958875460053,0.09740161895751953,0.13379496335983276,False,False,all200
supervised,2,occlusion,6206,6,6,True,0.9683141604603331,0.8468716557023453,0.9635005593299866,0.8209739923477173,0.8922372758388519,0.5337733605198348,-0.3182958875460053,0.09740161895751953,0.13379496335983276,False,False,primary
supervised,2,occlusion,6218,5,5,True,0.9851004468409239,0.8461070687908747,0.9235630035400391,0.8517855405807495,0.8876742720603943,1.3573365616974704,-0.5791121830691548,0.11452615261077881,0.07122182846069336,False,False,all200
supervised,2,occlusion,6275,0,0,True,0.9873582484688797,0.9850183591446195,0.9776290655136108,0.8976607918739319,0.9376449286937714,0.6216630360073366,0.5924028154503296,0.02222132682800293,-0.0023122429847717285,False,False,all200
supervised,2,occlusion,6275,0,0,True,0.9873582484688797,0.9850183591446195,0.9776290655136108,0.8976607918739319,0.9376449286937714,0.6216630360073366,0.5924028154503296,0.02222132682800293,-0.0023122429847717285,False,False,primary
supervised,2,occlusion,6294,5,5,True,0.9409738063348247,0.5291036150002801,0.7770676612854004,0.9254293441772461,0.8512485027313232,8972530.36035015,-32214488.77310431,0.26208925247192383,0.29661861062049866,False,False,all200
supervised,2,occlusion,6294,5,5,True,0.9409738063348247,0.5291036150002801,0.7770676612854004,0.9254293441772461,0.8512485027313232,8972530.36035015,-32214488.77310431,0.26208925247192383,0.29661861062049866,False,False,primary
supervised,2,occlusion,6334,7,7,True,0.9902488451009128,0.9534022860744641,0.996926486492157,0.9235260486602783,0.9602262675762177,0.4090245019172899,-0.09296922066573597,0.010044634342193604,0.009438812732696533,False,False,all200
supervised,2,occlusion,6334,7,7,True,0.9902488451009128,0.9534022860744641,0.996926486492157,0.9235260486602783,0.9602262675762177,0.4090245019172899,-0.09296922066573597,0.010044634342193604,0.009438812732696533,False,False,primary
supervised,2,occlusion,6340,3,3,True,0.8941535607435034,0.6524967601009041,0.9601407051086426,0.8416449427604675,0.900892823934555,-0.05687345317252572,-2.096244278371669,0.013477087020874023,0.01744687557220459,False,False,all200
supervised,2,occlusion,6340,3,3,True,0.8941535607435034,0.6524967601009041,0.9601407051086426,0.8416449427604675,0.900892823934555,-0.05687345317252572,-2.096244278371669,0.013477087020874023,0.01744687557220459,False,False,primary
supervised,2,occlusion,6383,2,2,True,0.9989727233811837,0.9919373896311671,0.9990336894989014,0.9642459154129028,0.9816398024559021,0.49824748437290206,0.2960116720836578,0.01183772087097168,0.005190253257751465,False,False,all200
supervised,2,occlusion,6383,2,2,True,0.9989727233811837,0.9919373896311671,0.9990336894989014,0.9642459154129028,0.9816398024559021,0.49824748437290206,0.2960116720836578,0.01183772087097168,0.005190253257751465,False,False,primary
supervised,2,occlusion,6428,9,9,True,0.9659391216166775,0.7093798942553369,0.9944635033607483,0.9587306976318359,0.9765971004962921,-0.29826873827013717,-7.478203874283031,0.019049882888793945,0.03175133466720581,False,False,all200
supervised,2,occlusion,6428,9,9,True,0.9659391216166775,0.7093798942553369,0.9944635033607483,0.9587306976318359,0.9765971004962921,-0.29826873827013717,-7.478203874283031,0.019049882888793945,0.03175133466720581,False,False,primary
supervised,2,occlusion,6507,4,4,True,0.8530200090807999,0.33136304794524946,0.9740079045295715,0.43643879890441895,0.7052233517169952,0.2749351772958162,-0.6954646386104616,0.8809130191802979,0.6688181161880493,True,True,all200
supervised,2,occlusion,6535,2,2,True,0.9118595519995938,0.4525777360335727,0.9855399131774902,0.3505273461341858,0.668033629655838,0.3839702314539047,-0.3392939050410515,0.5111081600189209,0.8076992034912109,True,True,all200
supervised,2,occlusion,6535,2,2,True,0.9118595519995938,0.4525777360335727,0.9855399131774902,0.3505273461341858,0.668033629655838,0.3839702314539047,-0.3392939050410515,0.5111081600189209,0.8076992034912109,True,True,primary
supervised,2,occlusion,6577,2,2,True,0.8262462946495455,0.06439700363517288,0.9100566506385803,0.026108847931027412,0.46808274928480387,0.405186306553032,-0.4566850490641326,0.8719768524169922,0.8800639510154724,True,True,all200
supervised,2,occlusion,6646,2,2,True,0.9984419028231861,0.970101443886173,0.9966368675231934,0.823884904384613,0.9102608859539032,0.5104487107827815,0.34639582002472635,0.014118552207946777,0.018629372119903564,False,False,all200
supervised,2,occlusion,6646,2,2,True,0.9984419028231861,0.970101443886173,0.9966368675231934,0.823884904384613,0.9102608859539032,0.5104487107827815,0.34639582002472635,0.014118552207946777,0.018629372119903564,False,False,primary
supervised,2,occlusion,6680,3,3,True,0.5841979706515573,0.0810270006439839,0.5344702005386353,0.1137620210647583,0.3241161108016968,0.6182001504584719,-0.5778093272674463,0.2994978725910187,0.45872414112091064,True,True,all200
supervised,2,occlusion,6760,0,0,True,0.9734697654876743,0.4448786742243688,0.6308608055114746,0.31324300169944763,0.4720519036054611,1.5786831086426218,-0.08555323113176,0.2188546359539032,0.3326711058616638,True,True,all200
supervised,2,occlusion,6760,0,0,True,0.9734697654876743,0.4448786742243688,0.6308608055114746,0.31324300169944763,0.4720519036054611,1.5786831086426218,-0.08555323113176,0.2188546359539032,0.3326711058616638,True,True,primary
supervised,2,occlusion,6791,0,0,True,0.9951895321831136,0.9882685990574147,0.9806226491928101,0.7905333042144775,0.8855779767036438,0.5766317701392676,0.5402229270950256,0.0015841126441955566,-0.0032941699028015137,False,False,all200
supervised,2,occlusion,6791,0,0,True,0.9951895321831136,0.9882685990574147,0.9806226491928101,0.7905333042144775,0.8855779767036438,0.5766317701392676,0.5402229270950256,0.0015841126441955566,-0.0032941699028015137,False,False,primary
supervised,2,occlusion,6883,9,9,True,0.9598923631486637,0.48253045656563526,0.9816223382949829,0.5630958080291748,0.7723590731620789,0.4480798143608281,-0.6924975972547598,0.32439088821411133,0.6200635433197021,False,False,all200
supervised,2,occlusion,6883,9,9,True,0.9598923631486637,0.48253045656563526,0.9816223382949829,0.5630958080291748,0.7723590731620789,0.4480798143608281,-0.6924975972547598,0.32439088821411133,0.6200635433197021,False,False,primary
supervised,2,occlusion,6972,1,1,True,0.9820135711474206,0.7673512733621685,0.9889845848083496,0.9892500638961792,0.9891173243522644,-710375.3204843799,-22176605.099009592,0.11735957860946655,0.5895857810974121,False,True,all200
supervised,2,occlusion,6972,1,1,True,0.9820135711474206,0.7673512733621685,0.9889845848083496,0.9892500638961792,0.9891173243522644,-710375.3204843799,-22176605.099009592,0.11735957860946655,0.5895857810974121,False,True,primary
supervised,2,occlusion,7114,8,8,True,0.9880268708150591,0.9806823659639798,0.9951927661895752,0.9774723649024963,0.9863325655460358,0.09561325624486838,-0.3188528008209311,0.011344969272613525,0.00807255506515503,False,False,all200
supervised,2,occlusion,7114,8,8,True,0.9880268708150591,0.9806823659639798,0.9951927661895752,0.9774723649024963,0.9863325655460358,0.09561325624486838,-0.3188528008209311,0.011344969272613525,0.00807255506515503,False,False,primary
supervised,2,occlusion,7152,9,9,True,0.8839529659989638,0.04578105349267481,0.93819260597229,0.784649133682251,0.8614208698272705,0.14674734025247788,-5.312110011384114,0.9116538763046265,0.8946759104728699,True,True,all200
supervised,2,occlusion,7152,9,9,True,0.8839529659989638,0.04578105349267481,0.93819260597229,0.784649133682251,0.8614208698272705,0.14674734025247788,-5.312110011384114,0.9116538763046265,0.8946759104728699,True,True,primary
supervised,2,occlusion,7155,2,2,True,0.9734744398928652,0.9613431629431795,0.999123752117157,0.5203301906585693,0.7597269713878632,0.44642928750722083,0.4210921110574598,0.004441618919372559,0.012898385524749756,False,False,all200
supervised,2,occlusion,7155,2,2,True,0.9734744398928652,0.9613431629431795,0.999123752117157,0.5203301906585693,0.7597269713878632,0.44642928750722083,0.4210921110574598,0.004441618919372559,0.012898385524749756,False,False,primary
supervised,2,occlusion,7170,5,5,True,0.9416755180809049,0.9116090614790879,0.990132212638855,0.7411922812461853,0.8656622469425201,0.3053478432051301,0.1845698851105281,0.009902119636535645,0.006059229373931885,False,False,all200
supervised,2,occlusion,7175,9,9,True,0.9948964766192371,0.9945260726903316,0.9991570711135864,0.9589849710464478,0.9790710210800171,0.39394145471039066,0.384721027391767,0.0017271637916564941,0.001306295394897461,False,False,all200
supervised,2,occlusion,7175,9,9,True,0.9948964766192371,0.9945260726903316,0.9991570711135864,0.9589849710464478,0.9790710210800171,0.39394145471039066,0.384721027391767,0.0017271637916564941,0.001306295394897461,False,False,primary
supervised,2,occlusion,7197,9,9,True,0.9301323017151479,0.7058520417070443,0.9971758127212524,0.4873083829879761,0.7422420978546143,0.3685079550165098,-0.07137160372571053,0.032377779483795166,0.06238210201263428,False,False,all200
supervised,2,occlusion,7197,9,9,True,0.9301323017151479,0.7058520417070443,0.9971758127212524,0.4873083829879761,0.7422420978546143,0.3685079550165098,-0.07137160372571053,0.032377779483795166,0.06238210201263428,False,False,primary
supervised,2,occlusion,7319,8,8,True,0.9681818853543145,0.7324595614656255,0.9966526627540588,0.8735992312431335,0.9351259469985962,0.2686307724200558,-1.646978739597172,0.1475040316581726,0.22364962100982666,False,False,all200
supervised,2,occlusion,7367,2,2,True,0.9968474282895424,0.9892947025332189,0.997678816318512,0.935337483882904,0.966508150100708,0.4866639355225801,0.3655127592283508,0.0038369297981262207,0.020360350608825684,False,False,all200
